01309	Johannstadt
01309	Stetzsch
01309	Striesen-Ost
01309	Striesen-Süd
01309	Striesen-West
01324	Dresden
01324	Gorbitz
01324	Johannstadt
01324	Stetzsch
01324	Weißer Hirsch
01326	Dresden
01326	Gorbitz
01326	Johannstadt
01326	Stetzsch
01328	Dresden
01328	Gorbitz
01328	Johannstadt
01328	Stetzsch
01445	Radebeul
01454	Liegau-Augustusbad
01454	Radeberg, Sachsen
01454	Wachau bei Radeberg
01458	Ottendorf-Okrilla
01462	Altfranken
01462	Cossebaude
01462	Dresden
01462	Gompitz
01462	Gorbitz
01462	Johannstadt
01462	Niederwartha
01462	Ockerwitz
01462	Pennrich
01462	Roitzsch bei Dresden
01462	Steinbach
01462	Stetzsch
01462	Unkersdorf
01462	Zöllmen
01465	Dresden
01465	Gorbitz
01465	Johannstadt
01465	Langebrück
01465	Stetzsch
01468	Moritzburg bei Dresden
01471	Radeburg
01477	Arnsdorf bei Dresden
01478	Dresden
01478	Gorbitz
01478	Johannstadt
01478	Stetzsch
01558	Großenhain, Sachsen
01561	Ebersbach bei Großenhain
01561	Lampertswalde bei Großenhain
01561	Priestewitz
01561	Schönfeld bei Großenhain
01561	Tauscha bei Großenhain
01561	Thiendorf
01561	Weißig am Raschütz
01561	Wildenhain bei Großenhain
01561	Zabeltitz
01587	Riesa
01589	Riesa
01591	Riesa
01594	Hirschstein bei Riesa
01594	Stauchitz
01609	Gröditz bei Riesa
01609	Nauwalde
01609	Röderaue
01609	Wülknitz bei Riesa
01612	Diesbar-Seußlitz
01612	Glaubitz
01612	Nünchritz
01616	Strehla
01619	Röderaue
01619	Zeithain
01623	Abend
01623	Ketzerbachtal
01623	Kreißa
01623	Leuben-Schleinitz
01623	Lommatzsch
01623	Mutzschwitz
01623	Noßlitz
01623	Stahna
01640	Coswig bei Dresden
01662	Meißen, Sachsen
01665	Diera-Zehren
01665	Gallschütz bei Meißen, Sachsen
01665	Käbschütztal
01665	Klipphausen
01665	Leippen
01665	Perne
01665	Taubenheim bei Meißen
01665	Triebischtal
01665	Zetta
01683	Heynitz
01683	Karcha
01683	Nossen
01689	Niederau bei Meißen
01689	Weinböhla
01705	Freital
01723	Wilsdruff
01728	Bannewitz
01731	Kreischa bei Dresden
01734	Rabenau, Sachsen
01737	Tharandt
01738	Dorfhain
01744	Dippoldiswalde
01744	Malter
01762	Hartmannsdorf-Reichenau
01762	Schmiedeberg, Osterzgebirge
01768	Altenberg, Erzgebirge
01768	Bärenstein, Osterzgebirge
01768	Glashütte, Sachsen
01768	Reinhardtsgrimma
01773	Altenberg, Erzgebirge
01773	Bärenstein, Osterzgebirge
01774	Höckendorf bei Dippoldiswalde
01774	Pretzschendorf
01776	Hermsdorf / Osterzgebirge
01778	Geising
01796	Dohma
01796	Neundorf
01796	Pirna
01796	Struppen
01809	Dohna, Sachsen
01809	Heidenau, Sachsen
01809	Müglitztal
01814	Bad Schandau
01814	Porschdorf
01814	Rathmannsdorf bei Pirna
01814	Reinhardtsdorf-Schöna
01816	Bad Gottleuba-Berggießhübel
01819	Bahretal
01824	Gohrisch
01824	Königstein / Sächsische Schweiz
01824	Kurort Rathen, Sachsen
01824	Rosenthal-Bielatal
01825	Liebstadt
01829	Wehlen
01833	Dürrröhrsdorf-Dittersbach
01833	Stolpen
01844	Hohwald
01844	Neustadt in Sachsen
01847	Lohmen, Sachsen
01848	Hohnstein
01855	Kirnitzschtal
01855	Sebnitz
01877	Bischofswerda
01877	Demitz-Thumitz
01877	Doberschau-Gaußig
01877	Rammenau
01877	Schmölln-Putzkau
01896	Lichtenberg bei Bischofswerda
01896	Ohorn
01896	Pulsnitz
01896	Röderhäuser
01900	Bretnig-Hauswalde
01900	Großröhrsdorf, Oberlausitz
01900	Röderhäuser
01904	Neukirch / Lausitz
01904	Steinigtwolmsdorf
01906	Burkau
01909	Frankenthal bei Bischofswerda
01909	Großharthau
01917	Kamenz
01920	Crostwitz
01920	Elstra
01920	Haselbachtal
01920	Nebelschütz
01920	Oßling
01920	Panschwitz-Kuckau
01920	Räckelwitz
01920	Ralbitz-Rosenthal
01920	Rohrbach
01920	Schönteichen
01920	Steina bei Pulsnitz
01936	Großnaundorf
01936	Haselbachtal
01936	Königsbrück
01936	Laußnitz
01936	Neukirch bei Königsbrück
01936	Oberlichtenau, Lausitz
01936	Schwepnitz
01936	Straßgräbchen
01945	Frauendorf, Oberlausitz
01945	Grünewald, Oberlausitz
01945	Guteborn, Oberlausitz
01945	Hermsdorf bei Ruhland
01945	Hohenbocka
01945	Jannowitz, Oberlausitz
01945	Kroppen
01945	Lindenau, Oberlausitz
01945	Peickwitz
01945	Ruhland
01945	Schwarzbach bei Ruhland
01945	Tettau bei Ruhland
01968	Brieske
01968	Großkoschen
01968	Hörlitz
01968	Niemtsch
01968	Schipkau
01968	Sedlitz
01968	Senftenberg, Niederlausitz
01979	Grünewalde bei Ruhland
01979	Kostebrau
01979	Lauchhammer
01983	Allmosen
01983	Bahnsdorf
01983	Barzig
01983	Dörrwalde
01983	Freienhufen
01983	Großräschen
01983	Neu-Seeland
01983	Saalhausen, Niederlausitz
01983	Wormlage
01983	Woschkow
01987	Schwarzheide
01990	Frauendorf, Oberlausitz
01990	Großkmehlen
01990	Ortrand
01993	Schipkau
01994	Annahütte
01994	Annahütte-Siedlung
01994	Barzig
01994	Drochow
01994	Herrnmühle
01994	Karl-Marx-Siedlung
01994	Meuro, Niederlausitz
01994	Saalhausen, Niederlausitz
01994	Schipkau
01994	Wormlage
01996	Hosena
01998	Klettwitz
01998	Meuro, Niederlausitz
01998	Schipkau
02625	Bautzen
02625	Bolbritz
02625	Salzenforst
02627	Hochkirch
02627	Kubschütz
02627	Radibor
02627	Weißenberg, Sachsen
02633	Doberschau-Gaußig
02633	Göda
02640	Bautzen
02643	Bautzen
02681	Crostau
02681	Kirschau
02681	Schirgiswalde
02681	Wilthen
02689	Sohland an der Spree
02692	Doberschau-Gaußig
02692	Eulowitz
02692	Großpostwitz / Oberlausitz
02692	Obergurig
02694	Großdubrau
02694	Guttau, Sachsen
02694	Malschwitz
02699	Königswartha
02699	Neschwitz
02699	Puschwitz bei Bautzen
02708	Dürrhennersdorf
02708	Großschweidnitz
02708	Kittlitz bei Löbau
02708	Lawalde
02708	Löbau
02708	Niedercunnersdorf
02708	Obercunnersdorf bei Löbau
02708	Rosenbach bei Löbau
02708	Schönbach bei Löbau
02727	Neugersdorf, Sachsen
02730	Ebersbach / Sachsen
02733	Cunewalde
02736	Beiersdorf bei Löbau
02736	Eichen
02736	Oppach
02739	Eibau
02742	Friedersdorf bei Löbau
02742	Neusalza-Spremberg
02747	Berthelsdorf bei Herrnhut
02747	Großhennersdorf
02747	Herrnhut
02747	Strahwalde
02748	Bernstadt auf dem Eigen
02763	Bertsdorf-Hörnitz
02763	Mittelherwigsdorf
02763	Zittau
02779	Großschönau, Sachsen
02779	Hainewalde
02782	Seifhennersdorf
02785	Olbersdorf
02788	Dittelsdorf
02788	Hirschfelde bei Zittau
02788	Schlegel bei Zittau
02791	Oderwitz
02794	Leutersdorf, Oberlausitz
02796	Kurort Jonsdorf
02797	Kurort Oybin
02799	Großschönau, Sachsen
02799	Waltersdorf bei Zittau
02826	Görlitz, Neiße
02827	Görlitz, Neiße
02828	Görlitz, Neiße
02829	Königshain bei Görlitz
02829	Markersdorf bei Görlitz
02829	Neißeaue
02829	Schöpstal
02894	Reichenbach / Oberlausitz
02894	Sohland am Rotstein
02894	Vierkirchen bei Görlitz
02899	Ostritz
02899	Schönau-Berzdorf auf dem Eigen
02906	Hohendubrau
02906	Klitten
02906	Kreba-Neudorf
02906	Mücka
02906	Niesky
02906	Quitzdorf am See
02906	Stannewisch
02906	Waldhufen
02923	Hähnichen
02923	Horka, Oberlausitz
02923	Kodersdorf
02923	Neißeaue
02923	Quolsdorf
02923	Sandschenke
02923	Spree
02923	Stannewisch
02929	Rothenburg / Oberlausitz
02943	Boxberg / Oberlausitz
02943	Weißwasser / Oberlausitz
02953	Bad Muskau
02953	Gablenz, Oberlausitz
02956	Rietschen
02957	Krauschwitz, Oberlausitz
02957	Weißkeißel
02959	Groß Düben
02959	Schleife, Oberlausitz
02959	Trebendorf bei Weißwasser
02977	Hoyerswerda
02979	Elsterheide
02979	Spreetal
02991	Elsterheide
02991	Lauta bei Hoyerswerda
02991	Leippe-Torno
02994	Bernsdorf, Oberlausitz
02994	Wiednitz
02997	Wittichenau
02999	Knappensee
02999	Lohsa
02999	Uhyst, Spree
03042	Branitz
03042	Cottbus
03042	Merzdorf, Niederlausitz
03044	Cottbus
03046	Cottbus
03048	Cottbus
03050	Cottbus
03051	Cottbus
03051	Kahren
03052	Cottbus
03052	Dissenchen
03053	Cottbus
03053	Willmersdorf, Niederlausitz
03054	Cottbus
03054	Döbbrick
03055	Cottbus
03055	Sielow
03058	Frauendorf, Niederlausitz
03058	Gablenz, Niederlausitz
03058	Gallinchen
03058	Groß Döbbern
03058	Groß Gaglow
03058	Groß Oßnig
03058	Haasow
03058	Kathlow
03058	Kiekebusch, Niederlausitz
03058	Klein Döbbern
03058	Komptendorf
03058	Koppatz
03058	Laubsdorf
03058	Leuthen
03058	Neuhausen / Spree
03058	Roggosen
03058	Schorbus
03058	Sergen
03096	Brahmow
03096	Briesen, Niederlausitz
03096	Burg (Spreewald)
03096	Dissen, Niederlausitz
03096	Dissen-Striesow
03096	Fehrow
03096	Guhrow
03096	Müschen, Niederlausitz
03096	Saccassne
03096	Schmogrow
03096	Schmogrow-Fehrow
03096	Schmogrower Bahnhof
03096	Striesow
03096	Werben (Niederlausitz)
03099	Babow
03099	Eichow
03099	Glinzig
03099	Gulben
03099	Hänchen
03099	Klein Gaglow
03099	Kolkwitz, Niederlausitz
03099	Krieschow
03099	Limberg bei Cottbus
03099	Milkersdorf
03099	Papitz
03103	Lindchen
03103	Lubochow
03103	Neu-Seeland
03103	Neupetershain
03103	Ressen, Niederlausitz
03116	Casel
03116	Domsdorf
03116	Drebkau
03116	Greifenhain
03116	Jehserig
03116	Kausche
03116	Laubst
03116	Schorbus
03116	Siewisch
03119	Welzow
03130	Bagenz
03130	Bloischdorf
03130	Bohsdorf
03130	Drieschnitz-Kahsel
03130	Felixsee
03130	Friedrichshain
03130	Graustein
03130	Groß Luja
03130	Haidemühl
03130	Hornow
03130	Hornow-Wadelsdorf
03130	Jämlitz
03130	Jämlitz-Klein Düben
03130	Klein Düben
03130	Klein Loitz
03130	Lieskau bei Spremberg, Niederlausitz
03130	Neuhausen / Spree
03130	Proschim
03130	Reuthen, Niederlausitz
03130	Schwarze Pumpe
03130	Sellessen
03130	Spremberg, Niederlausitz
03130	Terpe
03130	Tschernitz
03130	Türkendorf
03130	Wadelsdorf
03130	Wolfshain, Niederlausitz
03139	Schwarze Pumpe
03139	Terpe
03149	Bohrau
03149	Briesnig
03149	Forst (Lausitz)
03149	Gahry
03149	Gosda
03149	Groß Bademeusel
03149	Groß Jamno
03149	Groß Schacksdorf
03149	Groß Schacksdorf-Simmersdorf
03149	Jethe
03149	Jocksdorf
03149	Mattendorf
03149	Mulknitz
03149	Naundorf bei Forst, Lausitz
03149	Simmersdorf
03149	Trebendorf
03149	Wiesengrund, Lausitz
03159	Döbern, Niederlausitz
03159	Groß Kölzig
03159	Jerischke
03159	Jocksdorf
03159	Klein Kölzig
03159	Mattendorf
03159	Neiße-Malxetal
03159	Preschen
03159	Wiesengrund, Lausitz
03172	Atterwasch
03172	Bärenklau, Niederlausitz
03172	Bresinchen
03172	Deulowitz
03172	Gastrose-Kerkwitz
03172	Grabko
03172	Grano
03172	Grießen, Niederlausitz
03172	Groß Drewitz
03172	Groß Gastrose
03172	Guben
03172	Horno
03172	Kerkwitz
03172	Krayne
03172	Lauschütz
03172	Lübbinchen
03172	Lutzketal
03172	Pinnow, Niederlausitz
03172	Pinnow-Heideland
03172	Reicherskreuz
03172	Schenkendöbern
03172	Schlagsdorf, Niederlausitz
03172	Sembten
03172	Staakow bei Beeskow
03185	Bärenbrück
03185	Drachhausen
03185	Drehnow
03185	Grötsch
03185	Heinersbrück
03185	Maust
03185	Neuendorf, Niederlausitz
03185	Peitz
03185	Preilack
03185	Schönhöhe
03185	Tauer
03185	Teichland
03185	Turnow
03185	Turnow-Preilack
03197	Drewitz, Niederlausitz
03197	Jänschwalde
03202	Luckow-Petershagen
03205	Bischdorf, Niederlausitz
03205	Bolschwitz
03205	Bronkow
03205	Buckow
03205	Calau
03205	Craupe
03205	Gollmitz
03205	Gosda
03205	Groß Jehser
03205	Groß-Mehßow
03205	Kemmen
03205	Koßwig
03205	Laasow bei Calau
03205	Lipten
03205	Luckaitztal
03205	Lug, Niederlausitz
03205	Missen, Niederlausitz
03205	Mlode
03205	Ogrosen
03205	Saßleben
03205	Stradow
03205	Werchow
03205	Zinnitz
03222	Bischdorf, Niederlausitz
03222	Boblitz
03222	Groß Beuchow
03222	Groß Lübbenau
03222	Groß-Klessow
03222	Hindenberg bei Calau
03222	Kittlitz bei Lübbenau
03222	Klein Radden
03222	Leipe
03222	Lübbenau / Spreewald
03222	Ragow, Spree
03226	Göritz
03226	Groß Lübbenau
03226	Koßwig
03226	Laasow bei Calau
03226	Leipe
03226	Missen, Niederlausitz
03226	Naundorf
03226	Ogrosen
03226	Raddusch
03226	Repten
03226	Stradow
03226	Suschow
03226	Vetschau / Spreewald
03229	Altdöbern
03229	Buchwäldchen Ziegelei
03229	Casel
03229	Luckaitztal
03229	Muckwar
03229	Ranzow
03229	Reddern
03229	Schöllnitz
03238	Betten
03238	Dollenchen
03238	Eichholz, Niederlausitz
03238	Eichholz-Drößig
03238	Finsterwalde
03238	Fischwasser
03238	Göllnitz, Niederlausitz
03238	Gorden
03238	Gorden-Staupitz
03238	Gröbitz, Niederlausitz
03238	Gruhno
03238	Heideland, Niederlausitz
03238	Lichterfeld
03238	Lichterfeld-Schacksdorf
03238	Lieskau, Niederlausitz
03238	Lindena
03238	Lindthal
03238	Lugau, Niederlausitz
03238	Massen bei Finsterwalde
03238	Massen-Niederlausitz
03238	Münchhausen, Niederlausitz
03238	Oppelhain
03238	Ponnsdorf
03238	Rückersdorf bei Doberlug-Kirchhain
03238	Sallgast
03238	Schacksdorf
03238	Schadewitz bei Finsterwalde
03238	Schönewalde, Niederlausitz
03238	Sorno
03238	Staupitz, Niederlausitz
03246	Babben
03246	Crinitz
03246	Fürstlich Drehna
03246	Gahro
03249	Bahren, Niederlausitz
03249	Breitenau, Niederlausitz
03249	Brenitz bei Sonnewalde
03249	Friedersdorf, Niederlausitz
03249	Goßmar bei Sonnewalde
03249	Großkrausnik
03249	Kleinkrausnik
03249	Münchhausen, Niederlausitz
03249	Pahlsdorf
03249	Sonnewalde
03249	Zeckerin
03253	Arenzhain
03253	Brenitz bei Sonnewalde
03253	Buchhain
03253	Doberlug-Kirchhain
03253	Dübrichen
03253	Frankena
03253	Friedersdorf, Niederlausitz
03253	Gruhno
03253	Hennersdorf bei Doberlug-Kirchhain
03253	Lindena
03253	Nexdorf
03253	Prießen
03253	Schadewitz bei Finsterwalde
03253	Schilda
03253	Schönborn, Niederlausitz
03253	Schönewalde bei Herzberg, Elster
03253	Schönewalde, Niederlausitz
03253	Trebbus
03253	Tröbitz
03253	Werenzhain
04103	Leipzig
04105	Leipzig
04107	Leipzig
04109	Leipzig
04129	Leipzig
04155	Leipzig
04157	Leipzig
04158	Leipzig
04159	Leipzig
04177	Leipzig
04178	Böhlitz-Ehrenberg
04178	Leipzig
04179	Leipzig
04205	Leipzig
04207	Leipzig
04209	Leipzig
04229	Leipzig
04249	Leipzig
04275	Leipzig
04277	Leipzig
04279	Leipzig
04288	Leipzig
04289	Leipzig
04299	Leipzig
04315	Leipzig
04316	Leipzig
04317	Leipzig
04318	Leipzig
04319	Leipzig
04329	Leipzig
04347	Leipzig
04349	Leipzig
04356	Leipzig
04357	Leipzig
04416	Markkleeberg
04416	Wachau
04420	Großlehna
04420	Markranstädt
04425	Taucha bei Leipzig
04435	Schkeuditz
04442	Döhlen
04442	Großdalzig
04442	Imnitz
04442	Kleindalzig
04442	Kotzschbar
04442	Löbschütz
04442	Mausitz
04442	Tellschütz
04442	Zitzschen
04442	Zwenkau
04451	Borsdorf an der Parthe
04460	Kitzen bei Leipzig
04463	Dreiskau-Muckern
04463	Großpösna
04463	Seifertshain
04463	Störmthal
04509	Delitzsch
04509	Döbernitz
04509	Krostitz
04509	Löbnitz bei Delitzsch
04509	Neukyhna
04509	Rackwitz
04509	Schönwölkau
04509	Wiedemar
04509	Zschortau
04509	Zwochau bei Delitzsch
04519	Rackwitz
04519	Zschortau
04523	Elstertrebnitz
04523	Pegau
04539	Groitzsch bei Pegau
04552	Borna bei Leipzig
04552	Lobstädt
04552	Wyhratal
04564	Böhlen bei Leipzig
04565	Regis-Breitingen
04567	Kitzscher
04571	Rötha
04574	Deutzen
04574	Heuersdorf
04575	Neukieritzsch
04579	Espenhain
04600	Altenburg, Thüringen
04603	Göhren bei Altenburg, Thüringen
04603	Nobitz
04603	Saara bei Schmölln, Thüringen
04603	Windischleuba
04610	Lehma
04610	Meuselwitz, Thüringen
04610	Wintersdorf bei Meuselwitz
04613	Lucka, Thüringen
04617	Fockendorf bei Altenburg
04617	Gerstenberg
04617	Großröda
04617	Haselbach bei Altenburg
04617	Kriebitzsch
04617	Lehma
04617	Lödla
04617	Monstab
04617	Naundorf bei Altenburg
04617	Rositz
04617	Starkenberg
04617	Tegkwitz
04617	Treben bei Altenburg
04618	Frohnsdorf bei Altenburg
04618	Göpfersdorf
04618	Jückelberg
04618	Langenleuba-Niederhain
04618	Ziegelheim
04626	Altkirchen bei Schmölln
04626	Dobitschen
04626	Drogen
04626	Göllnitz bei Schmölln
04626	Heukewalde
04626	Heyersdorf
04626	Jonaswalde
04626	Löbichau
04626	Lumpzig
04626	Mehna
04626	Nöbdenitz
04626	Posterstein
04626	Schmölln, Thüringen
04626	Thonhausen bei Schmölln
04626	Vollmershain
04626	Wildenbörten
04639	Gößnitz, Thüringen
04639	Ponitz bei Schmölln, Thüringen
04643	Geithain
04643	Kolka
04643	Wenigossa
04651	Bad Lausick
04651	Eulatal
04654	Frohburg
04655	Kohren-Sahlis
04655	Neuhof
04657	Narsdorf
04657	Penig
04668	Grimma
04668	Großbardau
04668	Großbothen
04668	Otterwisch
04668	Parthenstein bei Grimma
04668	Thümmlitzwalde
04680	Colditz
04680	Zschadraß
04683	Belgershain
04683	Naunhof bei Grimma
04685	Nerchau
04687	Trebsen / Mulde
04688	Mutzschen
04703	Bockelwitz
04703	Gersdorf
04703	Hartha bei Döbeln
04703	Leisnig
04720	Döbeln
04720	Ebersbach bei Döbeln
04720	Großweitzschen
04720	Mochau bei Döbeln
04720	Ziegra-Knobelsdorf
04720	Zschaitz-Ottewig
04736	Waldheim, Sachsen
04741	Niederstriegis
04741	Roßwein
04746	Gersdorf
04746	Hartha bei Döbeln
04749	Ostrau, Sachsen
04758	Cavertitz
04758	Liebschützberg
04758	Naundorf bei Oschatz
04758	Oschatz
04769	Mügeln bei Oschatz
04769	Naundorf bei Oschatz
04769	Sornzig-Ablaß
04774	Dahlen, Sachsen
04779	Wermsdorf
04808	Falkenhain bei Wurzen
04808	Hohburg bei Wurzen
04808	Kühren-Burkartshain
04808	Thallwitz
04808	Wurzen
04821	Brandis bei Wurzen
04821	Polenz
04821	Waldsteinberg
04824	Beucha
04827	Machern bei Wurzen
04828	Bennewitz bei Wurzen
04828	Nepperwitz
04838	Battaune
04838	Doberschütz
04838	Eilenburg
04838	Jesewitz
04838	Laußig
04838	Mockrehna
04838	Mörtitz
04838	Paschwitz
04838	Sprotta
04838	Wöllnau
04838	Zschepplin
04849	Bad Düben
04849	Kossa
04860	Dreiheide
04860	Pflückuff bei Torgau
04860	Torgau
04860	Zinna
04874	Belgern bei Torgau
04880	Dommitzsch
04880	Elsnig
04880	Trossin
04886	Arzberg bei Torgau
04886	Beilrode
04886	Großtreben-Zwethau
04889	Pflückuff bei Torgau
04889	Schildau, Gneisenaustadt
04895	Bahnsdorf, Elster
04895	Beyern
04895	Brottewitz
04895	Buckau bei Herzberg, Elster
04895	Falkenberg / Elster
04895	Fermerswalde
04895	Großrössen
04895	Kölsa bei Falkenberg, Elster
04895	Koßdorf
04895	Löhsten
04895	Martinskirchen, Elbe
04895	Rehfeld bei Falkenberg, Elster
04895	Saxdorf
04895	Schmerkendorf
04895	Züllsdorf
04910	Elsterwerda
04910	Haida bei Elsterwerda
04910	Kraupa
04916	Ahlsdorf bei Schönewalde
04916	Arnsnesta
04916	Bernsdorf bei Herzberg, Elster
04916	Borken, Elster
04916	Brandis, Schweinitzer Fließ
04916	Dubro
04916	Friedersdorf bei Herzberg, Elster
04916	Gräfendorf bei Herzberg, Elster
04916	Grassau bei Schönewalde
04916	Heideeck
04916	Herzberg (Elster)
04916	Jeßnigk
04916	Knippelsdorf
04916	Mahdel
04916	Osteroda
04916	Polzen
04916	Rahnisdorf
04916	Schönewalde bei Herzberg, Elster
04916	Stolzenhain bei Schönewalde
04916	Themesgrund
04916	Werchau
04916	Wiepersdorf bei Falkenberg, Elster
04916	Wildberg bei Herzberg, Elster
04916	Wildenau bei Herzberg, Elster
04924	Bad Liebenwerda
04924	Beiersdorf bei Falkenberg, Elster
04924	Beutersitz
04924	Bönitz
04924	Dobra bei Bad Liebenwerda
04924	Domsdorf bei Bad Liebenwerda
04924	Kauxdorf
04924	Kröbeln
04924	Lausitz
04924	Maasdorf bei Falkenberg, Elster
04924	Marxdorf bei Falkenberg, Elster
04924	Oschätzchen
04924	Prestewitz
04924	Prieschka
04924	Rothstein
04924	Thalberg bei Bad Liebenwerda
04924	Theisa
04924	Uebigau-Wahrenbrück
04924	Wildgrube
04924	Winkel bei Bad Liebenwerda
04924	Zeischa
04924	Zobersdorf
04928	Döllingen
04928	Kahla, Elster
04928	Plessa
04928	Schraden bei Elsterwerda
04931	Altenau bei Mühlberg, Elbe
04931	Fichtenberg, Elbe
04931	Kosilenzien
04931	Möglenz
04931	Mühlberg / Elbe
04931	Neuburxdorf
04932	Gröden
04932	Großthiemig
04932	Haida bei Elsterwerda
04932	Hirschfeld bei Elsterwerda
04932	Merzdorf bei Elsterwerda
04932	Prösen
04932	Reichenhain bei Prösen
04932	Röderland
04932	Saathain
04932	Stolzenhain an der Röder
04932	Wainsdorf
04934	Dreska
04934	Hohenleipisch
04936	Fichtwald
04936	Frankenhain bei Schlieben
04936	Freileben
04936	Hillmersdorf
04936	Hohenbucko
04936	Jagsal
04936	Kolochau
04936	Körba
04936	Kremitzaue
04936	Lebusa
04936	Malitschkendorf
04936	Naundorf bei Schlieben
04936	Oelsig
04936	Proßmarke
04936	Schlieben
04936	Schöna-Kolpien
04936	Stechau
04936	Wehrhain
04938	Drasdo
04938	Langennaundorf
04938	Uebigau, Elster
04938	Uebigau-Wahrenbrück
04938	Wiederau bei Uebigau, Elster
06108	Halle (Saale)
06110	Halle (Saale)
06112	Halle (Saale)
06114	Halle (Saale)
06116	Halle (Saale)
06118	Halle (Saale)
06120	Halle (Saale)
06120	Lieskau bei Halle
06122	Halle (Saale)
06124	Halle (Saale)
06126	Halle (Saale)
06128	Halle (Saale)
06130	Halle (Saale)
06132	Halle (Saale)
06179	Angersdorf bei Halle, Saale
06179	Bennstedt
06179	Dornstedt
06179	Hohenweiden
06179	Höhnstedt
06179	Holleben
06179	Langenbogen
06179	Schkopau
06179	Schochwitz
06179	Steuden
06179	Teutschenthal
06179	Zappendorf
06179	Zscherben bei Halle, Saale
06184	Burgliebenau
06184	Dieskau
06184	Dölbau
06184	Döllnitz bei Halle, Saale
06184	Ermlitz
06184	Gröbers
06184	Großkugel
06184	Kabelsketal
06184	Lochau bei Halle, Saale
06184	Raßnitz
06184	Röglitz
06184	Schkopau
06188	Brachstedt
06188	Braschwitz
06188	Hohenthurm
06188	Landsberg bei Halle, Saale
06188	Niemberg
06188	Oppin bei Halle, Saale
06188	Peißen bei Halle, Saale
06188	Queis
06188	Reußen bei Halle, Saale
06188	Schwerz
06188	Sietzsch
06188	Spickendorf
06193	Götschetal
06193	Gutenberg bei Halle
06193	Krosigk
06193	Kütten
06193	Löbejün
06193	Morl
06193	Mösthinsdorf
06193	Nauendorf bei Halle
06193	Nehlitz
06193	Ostrau bei Halle
06193	Petersberg bei Halle
06193	Plötz bei Halle
06193	Sennewitz
06193	Teicha bei Halle
06193	Wallwitz (Saalkreis)
06198	Beesenstedt
06198	Brachwitz bei Halle
06198	Döblitz bei Halle
06198	Dößel
06198	Fienstedt
06198	Gimritz
06198	Kloschwitz bei Halle
06198	Neutz-Lettewitz
06198	Salzmünde
06198	Wettin
06217	Beuna (Geiseltal)
06217	Geusa
06217	Merseburg (Saale)
06231	Bad Dürrenberg
06231	Kötzschau bei Merseburg
06231	Kreypau
06231	Nempitz
06231	Oebles-Schlechtewitz
06231	Rodden
06231	Tollwitz
06237	Leuna
06237	Spergau
06242	Braunsbedra
06242	Großkayna
06242	Krumpa (Geiseltal)
